time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
19.257540,5.497430,-0.638364,-0.750252
19.287419,4.155201,-1.347371,-2.400178
19.327257,1.369892,-1.169793,-1.404744
19.357136,0.230892,-1.235243,-1.718553
19.387014,0.804842,-1.160317,-1.251400
19.426853,0.676172,1.355997,-2.064537
19.456731,2.896893,2.390079,-1.748385
19.486610,3.417792,2.864778,-1.021875
19.526448,-0.127336,3.620922,1.418403
19.556327,-4.199981,3.871479,2.908701
19.586206,-4.353987,4.583448,1.188961
19.626044,-0.370221,3.042097,1.833282
19.655923,-1.029886,3.340956,1.502353
19.685801,-2.708933,3.949967,1.956570
19.725640,-8.313285,4.564608,-0.256432
19.755518,-9.507798,6.060320,-3.000288
19.785397,0.684368,5.337985,-4.336632
19.825235,6.052828,5.577594,-0.541347
19.855114,1.981324,5.123408,0.356189
19.884993,-7.290841,3.683429,-2.259596
19.924831,-7.437039,-1.458289,0.015765
19.954710,-1.917943,-1.814971,-0.019884
19.994548,4.271000,-2.803943,2.074583
20.024427,4.843709,-4.050376,2.498238
20.054305,4.106975,-4.447879,2.470323
20.094144,3.493741,-5.651584,1.959649
20.124022,2.140033,-6.263052,1.087970
20.153901,0.169787,-6.362625,0.832527
20.193739,-2.336397,-6.017045,2.253031
20.223618,-4.912130,-5.067363,3.514493
20.253497,-6.092729,15.068294,2.445185
20.293335,0.218104,3.019436,1.938191
20.323214,7.208949,1.273324,-2.336521
20.353093,9.525271,-2.755671,-5.103890
20.392931,0.543575,1.552454,0.926476
20.422809,-1.898410,1.247803,-3.384563
20.452688,-0.030061,0.349634,-0.184766
20.492527,2.724361,0.164123,-1.485249
20.522405,1.638878,0.708319,-1.455141
20.552284,1.954287,0.897214,-1.774182
20.592122,1.779219,1.247109,-1.924300
20.622001,1.023407,1.430511,-1.794826
20.651880,-0.404781,1.725269,-1.302972
20.691718,-1.109028,1.740741,-0.579819
20.721597,-0.030585,1.158804,-0.749354
20.761435,-0.442174,0.476112,-0.003015
20.791314,-1.071143,0.055519,0.231643
20.821192,-0.833416,-0.545749,0.159999
20.861031,-0.609574,-1.112459,0.439754
20.890909,-0.353301,-1.645040,0.512821
20.920788,0.860039,-2.499000,0.960157
20.950667,-0.055614,0.643053,-0.254843
20.990505,1.699961,-1.545236,0.267217
21.020384,1.401788,1.291847,-0.854734
21.060222,0.790118,-0.413538,-0.714744
21.090101,-0.151941,-0.211469,-0.774604
21.119979,1.159002,-0.236810,-1.191915
21.159818,1.856131,-0.156682,-0.973014
21.189696,0.840384,0.116238,-1.247806
21.219575,0.920208,0.339241,-1.612986
21.259413,1.482057,0.410758,-2.121426
